Date,MSFT_vol
27-03-2018,0.030341878
28-03-2018,0.031744901
29-03-2018,0.029730849
02-04-2018,0.028489108
03-04-2018,0.028020951
04-04-2018,0.026210443
05-04-2018,0.027192469
06-04-2018,0.025426175
09-04-2018,0.02502545
10-04-2018,0.023434255
11-04-2018,0.023453207
12-04-2018,0.022293267
13-04-2018,0.021699354
16-04-2018,0.020401443
17-04-2018,0.019546221
18-04-2018,0.019537571
19-04-2018,0.018551847
20-04-2018,0.017561252
23-04-2018,0.016953208
24-04-2018,0.015999173
25-04-2018,0.017202436
26-04-2018,0.016916969
27-04-2018,0.017193272
30-04-2018,0.017299187
01-05-2018,0.018314292
02-05-2018,0.017804981
03-05-2018,0.01753493
04-05-2018,0.01657051
07-05-2018,0.015995589
08-05-2018,0.015813203
09-05-2018,0.015101141
10-05-2018,0.014985076
11-05-2018,0.014536974
14-05-2018,0.013792523
15-05-2018,0.013118063
16-05-2018,0.01266711
17-05-2018,0.01209638
18-05-2018,0.012088445
21-05-2018,0.011578195
22-05-2018,0.011846931
23-05-2018,0.011355972
24-05-2018,0.011497683
25-05-2018,0.011073225
29-05-2018,0.010659842
30-05-2018,0.010416388
31-05-2018,0.010513687
01-06-2018,0.010177686
04-06-2018,0.01188848
05-06-2018,0.011847287
06-06-2018,0.011588179
07-06-2018,0.011142328
08-06-2018,0.011838606
11-06-2018,0.011407508
12-06-2018,0.011097763
13-06-2018,0.010680255
14-06-2018,0.010474663
15-06-2018,0.010234977
18-06-2018,0.011009982
19-06-2018,0.010759216
20-06-2018,0.010384589
21-06-2018,0.010599726
22-06-2018,0.010630898
25-06-2018,0.010580441
26-06-2018,0.0130885
27-06-2018,0.012579792
28-06-2018,0.013556881
29-06-2018,0.013273193
02-07-2018,0.012663948
03-07-2018,0.013155229
05-07-2018,0.013120863
06-07-2018,0.012789555
09-07-2018,0.012843912
10-07-2018,0.012735297
11-07-2018,0.012157043
12-07-2018,0.011636889
13-07-2018,0.012939439
16-07-2018,0.013387921
17-07-2018,0.012874535
18-07-2018,0.012730852
19-07-2018,0.012419602
20-07-2018,0.012222625
23-07-2018,0.012823389
24-07-2018,0.013679738
25-07-2018,0.013048562
26-07-2018,0.015953813
27-07-2018,0.015333713
30-07-2018,0.015956661
31-07-2018,0.017468718
01-08-2018,0.016535243
02-08-2018,0.015622566
03-08-2018,0.015355422
06-08-2018,0.014578245
07-08-2018,0.013856968
08-08-2018,0.01327516
09-08-2018,0.01289499
10-08-2018,0.01230127
13-08-2018,0.011922801
14-08-2018,0.011900892
15-08-2018,0.012031458
16-08-2018,0.012503983
17-08-2018,0.011980169
20-08-2018,0.011503359
21-08-2018,0.011300735
22-08-2018,0.011609365
23-08-2018,0.011579787
24-08-2018,0.01117693
27-08-2018,0.011105626
28-08-2018,0.011258364
29-08-2018,0.01115924
30-08-2018,0.011930334
31-08-2018,0.011444125
04-09-2018,0.011020644
05-09-2018,0.010772278
06-09-2018,0.014858094
07-09-2018,0.014117895
10-09-2018,0.013576723
11-09-2018,0.013222585
12-09-2018,0.013776489
13-09-2018,0.013283886
14-09-2018,0.013091772
17-09-2018,0.012652437
18-09-2018,0.012718248
19-09-2018,0.012435677
20-09-2018,0.012759783
21-09-2018,0.013109634
24-09-2018,0.012681323
25-09-2018,0.012206051
26-09-2018,0.011746198
27-09-2018,0.011318129
28-09-2018,0.010881142
01-10-2018,0.010486376
02-10-2018,0.010544667
03-10-2018,0.010230771
04-10-2018,0.009921311
05-10-2018,0.012156528
08-10-2018,0.012086225
09-10-2018,0.012560961
10-10-2018,0.012484372
11-10-2018,0.023042674
12-10-2018,0.021846494
15-10-2018,0.023002279
16-10-2018,0.022108028
17-10-2018,0.022397186
18-10-2018,0.021037117
19-10-2018,0.021191151
22-10-2018,0.019898847
23-10-2018,0.018952883
24-10-2018,0.018630778
25-10-2018,0.026498708
26-10-2018,0.029939982
29-10-2018,0.028085156
30-10-2018,0.028570348
31-10-2018,0.026816133
01-11-2018,0.027326555
02-11-2018,0.02580111
05-11-2018,0.024162068
06-11-2018,0.022903015
07-11-2018,0.021546774
08-11-2018,0.023607209
09-11-2018,0.022175157
12-11-2018,0.022095049
13-11-2018,0.022679119
14-11-2018,0.021292702
15-11-2018,0.020817233
16-11-2018,0.020534217
19-11-2018,0.019581152
20-11-2018,0.02171023
21-11-2018,0.023598529
23-11-2018,0.022406108
26-11-2018,0.02102454
27-11-2018,0.022426957
28-11-2018,0.021233103
29-11-2018,0.023960649
30-11-2018,0.022524386
03-12-2018,0.021290632
04-12-2018,0.020215844
06-12-2018,0.021428014
07-12-2018,0.020119094
10-12-2018,0.023175884
11-12-2018,0.02254928
12-12-2018,0.021461936
13-12-2018,0.020208848
14-12-2018,0.018992284
17-12-2018,0.020511666
18-12-2018,0.02315198
19-12-2018,0.02182597
20-12-2018,0.020552942
21-12-2018,0.020889276
24-12-2018,0.023566822
26-12-2018,0.027390411
27-12-2018,0.032343105
28-12-2018,0.030475945
31-12-2018,0.028626092
02-01-2019,0.026977948
03-01-2019,0.02522829
04-01-2019,0.027683364
07-01-2019,0.029634206
08-01-2019,0.027714365
09-01-2019,0.02604273
10-01-2019,0.024730119
11-01-2019,0.023156548
14-01-2019,0.02214243
15-01-2019,0.020870416
16-01-2019,0.021309593
17-01-2019,0.020154298
18-01-2019,0.019026839
22-01-2019,0.01875311
23-01-2019,0.018656106
24-01-2019,0.017699444
25-01-2019,0.016749898
28-01-2019,0.01603122
29-01-2019,0.016768131
30-01-2019,0.017649321
31-01-2019,0.019152131
01-02-2019,0.018709332
04-02-2019,0.019068033
05-02-2019,0.020111691
06-02-2019,0.019742285
07-02-2019,0.018984156
08-02-2019,0.01809651
11-02-2019,0.017071338
12-02-2019,0.016200712
13-02-2019,0.015999779
14-02-2019,0.015126998
15-02-2019,0.014330296
19-02-2019,0.014142511
20-02-2019,0.013438322
21-02-2019,0.013016926
22-02-2019,0.014226723
25-02-2019,0.014534105
26-02-2019,0.013986771
27-02-2019,0.013501293
28-02-2019,0.012851394
01-03-2019,0.012296403
04-03-2019,0.011835142
05-03-2019,0.011395291
06-03-2019,0.011158283
07-03-2019,0.010744887
08-03-2019,0.011314557
11-03-2019,0.010896121
12-03-2019,0.012500738
13-03-2019,0.012287098
14-03-2019,0.012032924
15-03-2019,0.011536227
18-03-2019,0.011747082
19-03-2019,0.012340608
20-03-2019,0.011823606
21-03-2019,0.011353528
22-03-2019,0.013419306
25-03-2019,0.015431429
26-03-2019,0.014615701
27-03-2019,0.013870816
28-03-2019,0.013596063
29-03-2019,0.012981722
01-04-2019,0.012824742
02-04-2019,0.012493347
03-04-2019,0.01197497
04-04-2019,0.011609282
05-04-2019,0.011231066
08-04-2019,0.010832574
