Date,AAPL_vol
07-11-2018,0.027401377
08-11-2018,0.027180879
09-11-2018,0.025710745
12-11-2018,0.025091984
13-11-2018,0.029051763
14-11-2018,0.027661179
15-11-2018,0.027990884
16-11-2018,0.027220079
19-11-2018,0.025820728
20-11-2018,0.027525686
21-11-2018,0.031149461
23-11-2018,0.0293389
26-11-2018,0.029284423
27-11-2018,0.027789882
28-11-2018,0.026255276
29-11-2018,0.027584728
30-11-2018,0.026190085
03-12-2018,0.024749098
04-12-2018,0.025445222
06-12-2018,0.027282052
07-12-2018,0.026392449
10-12-2018,0.027139
11-12-2018,0.025607789
12-12-2018,0.024305512
13-12-2018,0.022969576
14-12-2018,0.021883053
17-12-2018,0.022971099
18-12-2018,0.022171142
19-12-2018,0.021438107
20-12-2018,0.02302735
21-12-2018,0.023647235
24-12-2018,0.025968953
26-12-2018,0.02624173
27-12-2018,0.031969875
28-12-2018,0.030142611
31-12-2018,0.028425954
02-01-2019,0.027041249
03-01-2019,0.025528713
04-01-2019,0.042139439
07-01-2019,0.041435777
08-01-2019,0.038946835
09-01-2019,0.03697095
10-01-2019,0.03498556
11-01-2019,0.033063672
14-01-2019,0.03154636
15-01-2019,0.029885826
16-01-2019,0.02853239
17-01-2019,0.027364219
18-01-2019,0.025815679
22-01-2019,0.024521444
23-01-2019,0.024428443
24-01-2019,0.023112331
25-01-2019,0.022072949
28-01-2019,0.023235281
29-01-2019,0.022234581
30-01-2019,0.021293085
31-01-2019,0.028610412
01-02-2019,0.027257248
04-02-2019,0.025739837
05-02-2019,0.026253074
06-02-2019,0.025480974
07-02-2019,0.024060361
08-02-2019,0.02351709
11-02-2019,0.022235654
12-02-2019,0.021149058
13-02-2019,0.02015395
14-02-2019,0.019196639
15-02-2019,0.018256728
19-02-2019,0.017401839
20-02-2019,0.01660044
21-02-2019,0.015900768
22-02-2019,0.01528228
25-02-2019,0.014893598
26-02-2019,0.014499338
27-02-2019,0.013908802
28-02-2019,0.013394567
01-03-2019,0.013304602
04-03-2019,0.013142936
05-03-2019,0.01275176
06-03-2019,0.01234008
07-03-2019,0.01215362
08-03-2019,0.012350065
11-03-2019,0.01194637
12-03-2019,0.015769082
13-03-2019,0.015463614
14-03-2019,0.014845392
15-03-2019,0.014674306
18-03-2019,0.014784573
19-03-2019,0.01446599
20-03-2019,0.014070725
21-03-2019,0.013723549
22-03-2019,0.017645693
25-03-2019,0.0180414
26-03-2019,0.017746917
