"SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
212.710006713867,213.75,212.509994506836,213.5,64764600,177.59733581543
213.039993286133,213.539993286133,212.910003662109,212.990005493164,57433500,177.173141479492
212.399993896484,212.910003662109,210.199996948242,210.699996948242,124308600,175.268127441406
211.25,212.979995727539,210.759994506836,212.699996948242,93214000,176.931884765625
212.330001831055,212.589996337891,211.630004882812,212.460006713867,74974600,176.73225402832
212.380004882812,212.429992675781,210.820007324219,211.139999389648,124919600,175.634216308594
211.940002441406,212.339996337891,210.619995117188,211.570007324219,93338800,175.991836547852
211.020004272461,212.190002441406,210.270004272461,211.360000610352,91531000,175.817184448242
212,212.669998168945,211.330001831055,211.919998168945,87820900,176.283004760742
211.070007324219,211.860000610352,209.75,210.130004882812,151882800,174.794021606445
209.949996948242,210.580001831055,208.979995727539,209.770004272461,121704700,174.494598388672
209.639999389648,209.820007324219,208.389999389648,208.479995727539,89063300,173.421447753906
208.449996948242,209.100006103516,207.690002441406,208.449996948242,105034700,173.396606445312
209.369995117188,211.410003662109,209.300003051758,210.949996948242,134551300,175.476135253906
211.479995727539,212.089996337891,211.199996948242,211.630004882812,73876400,176.041793823242
210.639999389648,211.479995727539,209.679992675781,210.009994506836,135382400,174.694198608398
208.639999389648,209.449996948242,207.789993286133,209.110000610352,124384200,173.945571899414
208.929992675781,210.350006103516,208.720001220703,210.25,85308200,174.893890380859
210.589996337891,211.320007324219,209.360000610352,210.589996337891,126708600,175.176712036133
211.309997558594,213.339996337891,210.630004882812,212.779998779297,165867900,176.998458862305
211.460006713867,211.550003051758,210.360000610352,210.809997558594,130478700,176.212707519531
211.910003662109,212.589996337891,211.639999389648,211.889999389648,70696000,177.115447998047
212.139999389648,212.440002441406,211.570007324219,212.039993286133,68476800,177.240829467773
211.720001220703,212.169998168945,210.470001220703,210.5,92307300,175.953536987305
211.100006103516,211.25,209.770004272461,209.860000610352,97107400,175.418563842773
210.289993286133,210.580001831055,209.160003662109,209.820007324219,104174800,175.385192871094
208.050003051758,209.830001831055,205.330001831055,205.419998168945,202621300,171.707275390625
207.259994506836,207.320007324219,205.279998779297,205.850006103516,182925100,172.066696166992
207.729995727539,208.029998779297,206.559997558594,207.5,135979900,173.445922851562
208.070007324219,208.270004272461,206.809997558594,207.309997558594,104373700,173.287033081055
205.770004272461,207.649993896484,205.529998779297,206.720001220703,117975400,172.793869018555
206.960006713867,208.169998168945,204.110000610352,208.020004272461,173820200,173.880599975586
206.419998168945,206.759994506836,204.25,204.529998779297,164020100,170.963333129883
207.039993286133,207.350006103516,204.770004272461,204.899993896484,144113100,171.272613525391
207.289993286133,207.979995727539,204.949996948242,207.479995727539,129456900,173.42919921875
208.990005493164,209.899993896484,208.940002441406,209.770004272461,106069400,175.343353271484
209.720001220703,211.050003051758,209.649993896484,210.679992675781,81709600,176.104034423828
210.729995727539,211.279998779297,210.039993286133,210.610000610352,97914100,176.045486450195
211.869995117188,212.300003051758,211.580001831055,212.300003051758,106683300,177.458114624023
212.289993286133,212.550003051758,211.800003051758,212.479995727539,89030000,177.608596801758
212.75,213.179992675781,212.210006713867,212.589996337891,70446800,177.700531005859
212.429992675781,212.740005493164,211.389999389648,211.75,77965000,176.998474121094
210.929992675781,211.770004272461,210.889999389648,211.369995117188,88667900,176.680709838867
211.529998779297,211.649993896484,209.75,210.179992675781,90509100,175.686096191406
210.300003051758,210.369995117188,207.600006103516,208,117755000,173.863845825195
206.940002441406,207.550003051758,206.259994506836,206.789993286133,132361100,172.852401733398
207.789993286133,209.5,206.800003051758,209.330001831055,123544800,174.975570678711
209.479995727539,211.039993286133,209.309997558594,210.770004272461,105791300,176.179214477539
210.160003662109,211.020004272461,209.419998168945,210.820007324219,91304400,176.22102355957
211.419998168945,211.449996948242,210.160003662109,210.5,103266900,175.953536987305
210.460006713867,210.529998779297,208.649993896484,209.789993286133,113965700,175.360076904297
209.699996948242,210.25,208.800003051758,209.380004882812,81820800,175.017333984375
210.449996948242,211.309997558594,209.729995727539,210.070007324219,85786800,175.594116210938
210.289993286133,210.419998168945,207.649993896484,208.350006103516,116030800,174.156372070312
208.160003662109,208.339996337891,206.869995117188,207.949996948242,117858000,173.82209777832
209.279998779297,210.669998168945,209.279998779297,210.570007324219,80270700,176.012084960938
208.970001220703,209.470001220703,207.759994506836,208.669998168945,126081400,174.423843383789
207.110000610352,209.139999389648,205.360000610352,208.919998168945,172123700,174.632919311523
208.729995727539,209.550003051758,208.009994506836,208.660003662109,89383300,174.415557861328
208.429992675781,209.509994506836,208.259994506836,209.419998168945,72786500,175.050796508789
208.710006713867,210.589996337891,208.160003662109,210.589996337891,79072600,176.028793334961
210.259994506836,210.679992675781,209.699996948242,209.979995727539,71692700,175.518951416016
209.089996337891,210.009994506836,207.350006103516,208.320007324219,172946000,174.131332397461
