Date,SPY_Return,SPY_V,RollingVol21,RollingSkew21,Drawdown,VolOfVol,VIX,C_t,State,Regime,Prob_Recovery,Prob_StableBull,Prob_Correction,Prob_Panic,Prob_BullRecovery
2021-07-27,-0.00456787,-0.571420736,0.006982526,-0.322845052,-0.004557453,0.000615016,19.36000061,0.686178396,4,Bull Recovery,3.094859654437266e-13,5.458473396219389e-10,3.1000416136951477e-06,5.49307325346845e-08,0.9999968444821881
2021-07-28,-0.000410047,-0.314516068,0.006991282,-0.271754114,-0.004965547,0.000616343,18.30999947,0.687592848,4,Bull Recovery,2.9654514245006944e-12,3.3476205757359373e-07,7.4815688959631375e-06,6.629292967412332e-08,0.9999921173731852
2021-07-29,0.004138572,-0.474613281,0.007017077,-0.340265533,-0.000838993,0.000610778,17.70000076,0.690452828,4,Bull Recovery,3.084000822480342e-12,2.6103415100839047e-07,3.0381196568923834e-06,4.0676277326186484e-08,0.9999966601664093
2021-07-30,-0.004868175,-0.614472145,0.007149986,-0.239519494,-0.005691263,0.00060245,18.23999977,0.692279779,4,Bull Recovery,1.2692910264930159e-12,4.428373882092681e-07,3.1960729319497284e-06,4.1631559087393895e-08,0.9999963194563382
2021-08-02,-0.00210015,-0.516543875,0.007110252,-0.103310145,-0.00777727,0.000587953,19.45999908,0.699027016,4,Bull Recovery,8.017243877222218e-14,8.354860894715106e-09,8.579211660758819e-07,2.33983622900238e-08,0.9999991103254026
2021-08-03,0.008102444,-0.458854863,0.007134426,-0.101939323,0.0,0.0005681,18.04000092,0.695754079,4,Bull Recovery,1.7998215305753057e-13,3.892091012636538e-08,1.2479238399503817e-06,4.1284526615495475e-08,0.9999986718712259
2021-08-04,-0.004930923,-0.591025233,0.007223427,-0.058455946,-0.004918786,0.000520659,17.96999931,0.717604471,4,Bull Recovery,1.6704182346572368e-12,6.636279240445688e-07,3.856919827100574e-06,7.463698046790046e-08,0.999995404814043
2021-08-05,0.006312729,-0.485640712,0.007303809,-0.091726945,0.0,0.000455737,17.28000069,0.707610373,4,Bull Recovery,5.1373795625527096e-12,1.1775614323737626e-06,2.388474580759789e-06,4.883996972056461e-08,0.9999963851179781
2021-08-06,0.00165112,-0.62289633,0.007008898,-0.201810131,0.0,0.000406308,16.14999962,0.68892181,4,Bull Recovery,2.340419032548002e-11,2.9882401286588878e-05,5.024406915583408e-06,5.075821722760481e-08,0.9999650424104725
2021-08-09,-0.000813883,-0.750408596,0.006682188,-0.124050202,-0.000813552,0.000378744,16.71999931,0.697648168,4,Bull Recovery,1.6087064318090638e-11,2.8853217777837937e-06,2.6432314779396485e-06,5.1832298218029046e-08,0.9999944195980061
2021-08-10,0.001243184,-0.765245704,0.00665162,-0.078474965,0.0,0.000345729,16.79000092,0.697164344,4,Bull Recovery,5.676782881936203e-12,1.5689860124090708e-06,1.821148213075762e-06,4.673075138619528e-08,0.9999965631291104
2021-08-11,0.002481888,-0.883578336,0.006597627,-0.198558651,0.0,0.000320365,16.17000008,0.740851264,4,Bull Recovery,5.527979813151835e-12,1.2517633853531017e-05,2.0889456016098033e-06,8.407463176469011e-08,0.9999853093401243
2021-08-12,0.002992384,-0.983937115,0.006612615,-0.228827194,0.0,0.000290618,15.59000015,0.764210034,4,Bull Recovery,1.5200687441421052e-11,9.180048203726924e-05,3.1202529604990714e-06,1.491041470424073e-07,0.9999049301451672
2021-08-13,0.001818264,-1.075717692,0.006537514,-0.338664808,0.0,0.000267242,15.44999981,0.749579951,4,Bull Recovery,3.541751357120021e-11,0.00016352440712803432,6.120054836998418e-06,2.5197343077837696e-07,0.9998301035287979
